"NBa7we src","d4r55","RfnDt","eaLgGf src","hCCjke src","hCCjke src 2","hCCjke src 3","hCCjke src 4","hCCjke src 5","rsqaWe","wiI7pd","w8nwRe","dSlJg src","znYl0","dSlJg src 2","znYl0 2","RfnDt 2"
"https://lh3.googleusercontent.com/a-/AD_cMMRIVHcvDhG2t-bOmJCFHIUMXTrJ9aHTYVq9wtQ5poE2aP4=w36-h36-p-rp-mo-ba3-br100","Tatiana Thomas","· 17 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 years ago","I love this Chipotle!  Food is always fresh!  Staff is always great, particularly Juanita!  Throughout my pregnancy,  I've been eating Chipotle.  She always checked in on how me and the baby were doing. Made me feel welcomed and special =)","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMQI84q-25rRtqXwWFppvK6sZyk-CaeaKvhKvycGOkNajuU=w36-h36-p-rp-mo-ba5-br100","S Thomas","· 10 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","a year ago","Did an online order & Order was all wrong , they remade it & got it wrong a 2nd time! Chips were stale & guacamole was old. Absolutely won't be back to that location.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a/AAcHTtc5UZppoeo5jH1uKnkBdIBBRXMwccRjVELKO-DudCUu3Q=w36-h36-p-rp-mo-br100","Dita Guha","9 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 years ago","Love this location, food, and service here. The professionals here are excellent. …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtdalD6bAK-pJeyi7RFpGOsL_fwGV9-VH86U82aJSMM=w36-h36-p-rp-mo-br100","Clare Palmatier","1 review","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","3 years ago","Service was great, but holy sweet Jesus the food was bad. I’ve only been to chipotle a few times before this, and every other time the food has been pretty good. There was a literal TWIG in my burrito. Why? How? I don’t even want to know. …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtezNU11xFVMI9Vjk2WklQs0QM1TuZRyE_4T9Hy9YHut=w36-h36-p-rp-mo-ba3-br100","Jonathan Cabrera","· 54 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 years ago","This place is good, however for someone who used to work for chipotle I don't feel the 13 characteristics. I feel that the some workers there don't even want to be there. No greeting, no enthusiasm.  I get it, probably didn't have a good …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMTTrM6pqTegyuOO4gi1kY44yVg723IWn56MNxB49Tiz-g=w36-h36-p-rp-mo-br100","Bailey Allen","4 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","4 years ago","Food was disgusting! chicken extremely salty! Tasted kind of old. employee was very rushy! it was 3:00 in the day, no one was in there... i feel like that is the time where you should be able to provide the best costumer service. I love chipotle, i eat it 3 times a week, but i will never return to this one again.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMRuh_6qU-CugM_9RTRmcHBCmcrGwV8I_sp1FEu3jM1S1io=w36-h36-p-rp-mo-ba6-br100","chad svastisalee","· 553 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Tried the Chipotle Mexican Grill bowl, double white rice, double chicken, no beans, red salsa, double lettuce, pico de gallo, cheese
and guac. So fresh, clean and delicious. Great interaction with staff. Would highly recommend this Chipotle location.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMT6usW6nB967biBtnLexwTfto4siUyxen_WMP6wpQfeQYCX=w36-h36-p-rp-mo-ba6-br100","Tony Buck","· 585 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","8 years ago","I wold recommend that you come early or later than the lunch hour if you choose to eat here. The line can get very long at noon, stretches out the door. I enjoy eating lunch here because the food is always fresh, and I can get exactly what …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMRS7OngSvi0bhtpeGRPIJUcnadT-LlAbFkxH_gwAO2Pgzg=w36-h36-p-rp-mo-ba2-br100","Todd Fuller (JT)","· 16 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","6 years ago","This restaurant receives the highest marks I can give a Chipotle.  There was a huge line when I stopped here for lunch.  However, the staff was FAST and there was less of a wait than others I had been to with shorter lines.  And the food was as good as Chipotle offers.  I wish the whole chain operated this way.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a/AAcHTtfum2jpNc3TZeTDJ-SnY0lWwIGchyzXN7M4shwsgCeV=w36-h36-p-rp-mo-ba3-br100","Benjamin Vo","· 29 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","4 years ago","I don't understand how anyone can think this is good food. Service was fine but the way they make the burrito makes no sense. First off the whole thing is cold- you have to make a burrito and then let it sit on the grill when it's done so …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMS6naWzA83cp4yw2yu0qAVvLpMthzrYGLPZZdL5OmQm124=w36-h36-p-rp-mo-ba3-br100","Nathen Martin","· 55 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","7 years ago","I visit this location about once a week, and it's safe to say that I haven't had a properly wrapped burrito in several months. Another manager needs to come to this location as a secret shopper and see what I'm talking about. I get ripped …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMSG-sGmUW24miaXg-4BjuY-lpSc3p_ScDNcenlefMDx4QWv=w36-h36-p-rp-mo-ba4-br100","Ed Diaz","· 108 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 years ago","Ordering at this Chipotle should be an Olympic sport considering how fast you need to decide on what you want. This is going to sound like a good thing but it’s not. The ordering process is too fast. I don’t even have time to think about …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMSPWiCz0Em5OgRRd50lYcQAH1o2S9Fbln6n2I8U6vI7Kjg=w36-h36-p-rp-mo-br100","Beatrice siaw","31 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","4 months ago","I really like chipotle but this location is not patronized well due to staff poor attitude don't come to this location","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMRKXf1bzWuiUrh6ZvjcZHvVQC2skqpRxaTR9pQ4QT_HXa8=w36-h36-p-rp-mo-ba3-br100","Karla V","· 57 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","9 years ago","Love this place. Very spacious. Plenty of space to sit. Very courteous staff and generous with the portions which I absolutely love! Margaritas are the bomb! My favorite location downtown Chicago. I've never seen it too crowded so I get my food faster than at other locations.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a/AAcHTtfZpJ0VbUULzC-nvnfTxWnvXpPjEGqtY61GXNlm10jO=w36-h36-p-rp-mo-ba2-br100","Sterling Cross","· 19 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","7 years ago","My go-to spot for a ""later"" dinner option in my neighborhood when I am too tired too cook and do not want to pay for delivery.  Professional, fast, and good quality. You can regularly see people actually cleaning their kitchen and cooking …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMTtnPhcTMaD7adqtSdlkXUSm7JhIlMMggeuNI1OVfUKQ__f=w36-h36-p-rp-mo-ba5-br100","Vib Mehrotra","· 435 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","a year ago","Located across from Union Station this is a great option for quick bite. Their service is good and friendly.
As per the law they will check for vaccination proof.","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMRb5PCbyynI8PjqaXrdV199pTwEGJRagx0inhq8QocjozWK=w36-h36-p-rp-mo-br100","Bianca washington","3 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","6 years ago","This place is horrible. Dirty ... Everyone is unhappy. Never smiling and rude. Most managers aren't serious.. They need to lead by example. They get an attitude when I ask for plain rice. I don't understand. I love the cashier Rihanna she's the best! Fire everyone else","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMSp9fafa-u-M9iLrFyOWu1B2b_tm9AR6iiWWXTOxh1vOtU=w36-h36-p-rp-mo-br100","Marlon Noto","5 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 years ago","This was my first time in Chipotle, They helped me out with my order. The food was very good. This place was clean.  Will definitely start going to Chipotle. Oh, they gave us free large drink for being a first timer!!! Thank you so much!!!","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTte2qtBD8cZiHYoyDFqcOD_0TwI045KJaSYxZ97GVPzc=w36-h36-p-rp-mo-br100","katherine alvarez","2 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","4 years ago","My experiences at all chipotles have been wonderful including ones out of the state. This location is one that I have had the most trouble with. I came here once and there were fruit flies all over the place I tried to eat my food …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMSOM7sbjtUjiQ9kQ8Hi6-O97iPKOdkduYrkNSbe2gmaq9g=w36-h36-p-rp-mo-ba5-br100","Blake Clifton","· 131 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","4 years ago","The staff was exceptional as always but even more so last night. They close at 9pm. It's 8:54 and they still served us with a smile and gratitude. We know the staff wanted to leave. There was no hesitation on their part. Thank you!","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMQYrFF3QSuVFHkmUJaT-zOQOBmXGCHWl3RfDnAFjjqPQVU=w36-h36-p-rp-mo-ba2-br100","True Jack","· 23 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","3 years ago","This is well ran establishment. It's extremely clean and the food was delicious. I came at the end of the night and the quality of food was still great. A man by the name of Kemon James completed my order and he was very professional; his staff as well.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
"https://lh3.googleusercontent.com/a-/AD_cMMQ-nhYfuKenVhaYCrIOr8c-QhRAdrO8yGeNjxtCzgbuZNw=w36-h36-p-rp-mo-br100","Danny Heer","11 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","9 years ago","One of the best Chipotles in the area! Every once in a while, they will skimp on the meat or rice, but never have a problem adding extra if you ask them. Lines are out the door during lunch hours, but its better than crossing the river for the other location","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtchbk-EikjoQwJ1T38x8Ynb5xAdj8OYBfWWvVN6ukAi=w36-h36-p-rp-mo-br100","Brandon Dillingham","12 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","6 years ago","This location chose me a highly qualified man, for an interview. I knew just by the end of my interview that i would not recieve a call back. The interviewer focused more on my hair than the facts i knew of the restaurant to even consider …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtcESu8A8-oRsCJzcWmDINT1AoXvP_41qPGf5F6BRudn=w36-h36-p-rp-mo-br100","Federico Godinez","26 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","Terrible Sevice. I tell them I'm there for a Order. The Lady at Cashier states look to see if it's on Table. I tell her No. Another Gentemen Next to her comes over and Looks. He then states it will be a Few Minutes. 25 Minutes Later I …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMQOZvvwkJzYPKla7vL0WLlG-cqqz_tA3NEhcTFqgqE8z8E=w36-h36-p-rp-mo-br100","Richanda Powell","27 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","5 years ago","The food is good beac auw you watch them make it but Don't go during rush hour ! They rush to make your food and the customer service is not good. I went during rush hour at 12p and they made my food the way they wanted too  ! I wanted …","More","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a/AAcHTtelDsRBBHkbyWCBg1vt0jbhe8kRk_hy6dzP9Q6NYfeW=w36-h36-p-rp-mo-br100","Christian Leber","37 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","2 years ago","Picked up our order and observed that the person preparing the food wears his mask below the nose (""Nose slinger""). Chipotle should take better care of enforcement of standards.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share",""
"https://lh3.googleusercontent.com/a-/AD_cMMTwAl1h61Q3_b4DaIl_KYyksGOZkpbsjQV1yAG8ebRwd3ph=w36-h36-p-rp-mo-ba5-br100","Quest Rogers","· 139 reviews","https://www.gstatic.com/images/icons/material/system_gm/1x/more_vert_black_18dp.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png","7 years ago","It's Chipotle so the food is generally ok. Provided they wrap your burrito correctly. I don't come here often but I've had a couple disintegrate in my hands. The line gets ridiculous during lunch hour though. I stopped coming here because of that and the ecoli issue.","","https://www.gstatic.com/images/icons/material/system_gm/1x/thumb_up_gm_grey_18dp.png","Like","https://www.gstatic.com/images/icons/material/system_gm/1x/share_gm_grey_18dp.png","Share","Local Guide"
